序,35.865604,104.83066,17.75,17.750435,11.226913,4.4375,10.206249
號,47.331856,104.7504,17.75,17.750435,11.226913,4.4375,10.614502
︱,66.105606,104.61899,17.75,17.750435,11.226913,4.4375,1.5087509
交,79.41585,104.61783,10.9,10.900267,10.360485,2.725,9.363098
易,91.89895,104.53046,10.9,10.900267,10.360485,2.725,7.444702
日,104.14584,104.44473,10.9,10.900267,10.360485,2.725,5.7552032
期,113.80104,104.37714,10.9,10.900267,10.360485,2.725,9.537498
2,41.556805,124.51596,11.0,11.000496,9.196031,2.75,4.8619995
1,48.766808,124.58447,11.0,11.000496,9.196031,2.75,1.8590012
 ,50.62581,124.60214,11.0,11.000496,9.196031,2.75,2.75
1,66.14668,124.70157,21.1,21.100952,15.782853,5.275,1.4981003
1,75.995735,124.43274,11.0,11.000496,9.196031,2.75,1.8590012
0,80.43474,124.474915,11.0,11.000496,9.196031,2.75,4.4440002
0,86.19573,124.52963,11.0,11.000496,9.196031,2.75,4.444008
1,91.59973,124.58096,11.0,11.000496,9.196031,2.75,6.600006
1,100.47573,124.66528,11.0,11.000496,9.196031,2.75,1.8590012
叭,104.686676,125.06769,11.0,11.000496,9.196031,2.75,17.643997
。,123.646675,125.2478,13.9,13.900627,9.611882,3.475,4.434105
2,42.271004,145.34424,11.0,11.0,9.196031,2.75,4.8619995
2,47.133003,145.34375,11.0,11.0,9.196031,2.75,4.8619995
 ,51.995003,145.34326,11.0,11.0,9.196031,2.75,2.75
I,66.43492,143.00183,17.75,17.75,11.226913,4.4375,1.5087509
 ,67.94367,143.00168,17.75,17.75,11.226913,4.4375,4.4375
1,76.28146,145.51584,11.0,11.0,9.196031,2.75,1.8590012
0,80.600464,145.51541,11.0,11.0,9.196031,2.75,4.4440002
0,86.37146,145.51483,11.0,11.0,9.196031,2.75,4.4440002
1,91.77146,145.51428,11.0,11.0,9.196031,2.75,6.5999985
1,100.68146,145.5134,11.0,11.0,9.196031,2.75,1.8590012
2,104.85046,145.51297,11.0,11.0,9.196031,2.75,4.917
1,110.501465,145.51242,11.0,11.0,9.196031,2.75,6.7210007
3,118.45247,145.51163,11.0,11.0,9.196031,2.75,4.257004
0,123.93947,145.51108,11.0,11.0,9.196031,2.75,4.4440002
 ,129.61346,145.5105,11.0,11.0,9.196031,2.75,2.75
列,685.4248,56.691406,11.0,11.001156,9.196031,2.75,7.435974
印,694.9008,56.554016,11.0,11.001156,9.196031,2.75,7.557007
日,705.82324,55.78241,11.0,11.001156,9.196031,2.75,4.7960205
期,713.8648,56.279053,11.0,11.001156,9.196031,2.75,8.403992
：,726.7088,56.092834,11.0,11.001156,9.196031,2.75,1.3200073
1,733.6748,55.99182,11.0,11.001156,9.196031,2.75,1.8040161
0,737.39484,55.937866,11.0,11.001156,9.196031,2.75,3.8389893
3,742.3148,55.866516,11.0,11.001156,9.196031,2.75,3.5969849
年,746.9318,55.79956,11.0,11.001156,9.196031,2.75,8.525024
0,756.4768,55.661133,11.0,11.001156,9.196031,2.75,3.8389893
2,761.1648,55.5932,11.0,11.001156,9.196031,2.75,4.0150146
年,766.0798,55.52191,11.0,11.001156,9.196031,2.75,8.525024
2,775.4463,55.93878,11.0,11.001156,9.196031,2.75,4.0149536
0,780.2413,55.869263,11.0,11.001156,9.196031,2.75,3.8389893
日,786.9763,55.771606,11.0,11.001156,9.196031,2.75,4.7959595
1,738.59955,66.04321,9.35,9.353076,7.30705,2.337734,1.6177368
4,742.01746,66.11633,9.35,9.353076,7.30705,2.337734,4.264038
日,747.0104,66.223206,9.35,9.353076,7.30705,2.337734,2.758545
幸,749.6491,65.69415,9.35,9.353076,7.30705,2.337734,5.881714
的,756.49097,65.840576,9.35,9.353076,7.30705,2.337734,8.640259
分,766.10077,66.0462,9.35,9.353076,7.30705,2.337734,8.518677
3,775.71173,66.25183,9.35,9.353076,7.30705,2.337734,3.5440063
9,780.3358,66.35077,9.35,9.353076,7.30705,2.337734,3.7216797
秒,785.1376,66.45349,9.35,9.353076,7.30705,2.337734,8.817932
第,697.24164,82.36084,11.0,11.0003605,9.196031,2.75,7.0839844
2,710.6904,81.781494,11.0,11.0003605,9.196031,2.75,4.0150146
頁,721.14124,82.00525,11.0,11.0003605,9.196031,2.75,6.84198
／,729.6632,81.93622,11.0,11.0003605,9.196031,2.75,5.6430054
共,736.03125,81.88464,11.0,11.0003605,9.196031,2.75,8.28302
2,749.9513,81.77191,11.0,11.0003605,9.196031,2.75,4.0150146
5,754.88165,81.89392,11.0,11.0003605,9.196031,2.75,3.8389893
頁,765.3207,81.80939,11.0,11.0003605,9.196031,2.75,6.84198
身,466.3029,102.67145,11.0,11.000097,9.196031,2.75,8.756012
分,477.09888,102.6261,11.0,11.000097,9.196031,2.75,10.075989
證,487.91287,102.58069,11.0,11.000097,9.196031,2.75,11.274994
／,499.84787,102.53055,11.0,11.000097,9.196031,2.75,6.600006
統,507.10788,102.50006,11.0,11.000097,9.196031,2.75,10.438995
一,519.1229,102.449615,11.0,11.000097,9.196031,2.75,9.23999
編,530.1029,102.4035,11.0,11.000097,9.196031,2.75,10.142029
︱,542.76294,102.35034,20.6,20.600182,0.0,5.15,8.9198
收,549.97296,102.32007,11.0,11.000097,9.196031,2.75,10.020996
入,560.99396,102.27377,11.0,11.000097,9.196031,2.75,10.802002
金,572.79596,102.22421,11.0,11.000097,9.196031,2.75,10.439026
額,584.235,102.17618,11.0,11.000097,9.196031,2.75,10.505005
︱,600.2634,102.28885,20.6,20.600182,0.0,5.15,8.9198
支,607.59344,102.25806,11.0,11.000097,9.196031,2.75,9.899963
出,620.2534,102.204895,11.0,11.000097,9.196031,2.75,7.501953
金,630.39343,102.16229,11.0,11.000097,9.196031,2.75,10.383972
額,641.8574,102.114136,11.0,11.000097,9.196031,2.75,10.505005
︱,657.754,102.287415,20.6,20.600182,0.0,5.15,8.9198
金,665.4329,101.835144,11.0,11.000097,9.196031,2.75,10.383972
錢,677.04694,101.78638,11.0,11.000097,9.196031,2.75,10.383972
類,688.66095,101.73761,11.0,11.000097,9.196031,2.75,9.900024
︱,704.6729,101.67035,20.6,20.600182,0.0,5.15,1.5656128
地,738.8124,101.31296,13.4,13.400118,5.628019,3.35,10.626221
址,750.45856,101.26404,13.4,13.400118,5.628019,3.35,10.317993
是,676.72034,124.21454,13.4,13.4,5.628019,3.35,10.559204
政,191.36351,49.77594,17.75,17.750044,11.226913,4.4375,16.081497
治,209.72513,50.358337,17.75,17.750044,11.226913,4.4375,13.791748
獻,225.56648,50.84546,17.75,17.750044,11.226913,4.4375,16.560745
金,243.32724,50.806396,17.75,17.750044,11.226913,4.4375,15.477997
會,260.9665,50.76758,17.75,17.750044,11.226913,4.4375,14.643738
計,277.89023,50.730347,17.75,17.750044,11.226913,4.4375,14.998749
報,294.6965,50.69336,17.75,17.750044,11.226913,4.4375,15.957245
告,312.09375,50.65509,17.75,17.750044,11.226913,4.4375,15.353729
書,330.2265,50.615173,17.75,17.750044,11.226913,4.4375,13.915985
查,347.1425,50.57794,17.75,17.750044,11.226913,4.4375,14.16449
閱,365.26498,49.957336,17.75,17.750044,11.226913,4.4375,12.478241
制,381.58322,49.921448,17.75,17.750044,11.226913,4.4375,14.395264
度,398.395,49.88446,17.75,17.750044,11.226913,4.4375,15.35376
電,416.62875,49.84436,17.75,17.750044,11.226913,4.4375,13.436737
腦,432.9455,49.80847,17.75,17.750044,11.226913,4.4375,15.35376
系,452.154,49.38092,17.75,17.750044,11.226913,4.4375,11.519745
統,467.51373,49.347107,17.75,17.750044,11.226913,4.4375,15.35376
查,485.274,49.308044,17.75,17.750044,11.226913,4.4375,14.16452
詢,502.0785,49.271057,17.75,17.750044,11.226913,4.4375,14.768005
結,518.04407,49.235962,17.75,17.750044,11.226913,4.4375,16.20575
果,536.40564,49.811157,17.75,17.750044,11.226913,4.4375,15.122986
列,554.6486,49.770996,17.75,17.750044,11.226913,4.4375,13.205994
印,571.6956,49.73352,17.75,17.750044,11.226913,4.4375,13.560974
清,588.1366,49.697327,17.75,17.750044,11.226913,4.4375,14.643738
單,605.66034,49.658752,17.75,17.750044,11.226913,4.4375,14.51947
專,203.2846,65.565,12.7,12.700091,11.239537,3.175,11.645905
戶,217.57051,65.51074,12.7,12.700091,11.239537,3.175,9.842499
名,230.7646,65.46057,12.7,12.700091,11.239537,3.175,10.198105
稱,243.0146,65.414,12.7,12.700091,11.239537,3.175,12.598404
：,261.61298,65.34332,12.7,12.700091,11.239537,3.175,1.9176941
第,271.2146,65.30682,12.7,12.700091,11.239537,3.175,9.601196
1,284.8946,65.25482,12.7,12.700091,11.239537,3.175,2.0954895
3,290.2301,65.23456,12.7,12.700091,11.239537,3.175,4.9783936
任,296.4246,65.211,12.7,12.700091,11.239537,3.175,12.4841
總,310.4087,65.15784,12.7,12.700091,11.239537,3.175,11.645905
統,323.5546,65.10791,12.7,12.700091,11.239537,3.175,11.874512
、,341.4346,65.03998,12.7,12.700091,11.239537,3.175,2.9336853
副,351.0346,65.00348,12.7,12.700091,11.239537,3.175,10.325104
總,363.2797,64.95697,12.7,12.700091,11.239537,3.175,12.001495
統,377.2012,64.90405,12.7,12.700091,11.239537,3.175,11.874512
擬,389.8046,64.85614,12.7,12.700091,11.239537,3.175,13.436615
參,404.3212,64.800964,12.7,12.700091,11.239537,3.175,11.874512
選,417.2757,64.75171,12.7,12.700091,11.239537,3.175,12.357086
人,430.85458,64.700134,12.7,12.700091,11.239537,3.175,12.001495
馬,445.25607,64.645386,12.7,12.700091,11.239537,3.175,10.439392
英,458.09546,64.59662,12.7,12.700091,11.239537,3.175,11.277588
九,471.0546,64.54736,12.7,12.700091,11.239537,3.175,11.937988
、,489.0546,64.479004,12.7,12.700091,11.239537,3.175,2.9336853
吳,498.0646,64.4447,12.7,12.700091,11.239537,3.175,11.696686
敦,511.26132,64.39453,12.7,12.700091,11.239537,3.175,12.001495
義,525.5546,64.34021,12.7,12.700091,11.239537,3.175,10.261597
政,537.7962,64.2937,12.7,12.700091,11.239537,3.175,12.48407
治,551.9646,64.23987,12.7,12.700091,11.239537,3.175,10.744202
獻,564.0488,64.19397,12.7,12.700091,11.239537,3.175,12.9539795
金,578.34283,64.13965,12.7,12.700091,11.239537,3.175,12.115784
專,591.79865,64.0885,12.7,12.700091,11.239537,3.175,11.645874
戶,606.2046,64.03375,12.7,12.700091,11.239537,3.175,9.842529
